mean,categ_0,categ_1,categ_2,categ_3,categ_4
216.83666666666667,0.0,0.0,0.0,0.0,0.0
314.89,0.0,0.0,0.0,0.0,0.0
263.35,0.0,0.0,0.0,0.0,0.0
302.58,0.0,0.0,0.0,0.0,0.0
214.8,0.0,0.0,0.0,0.0,0.0
872.0708333333333,0.0,0.0,0.0,0.0,0.0
526.2233333333332,0.0,0.0,0.0,0.0,0.0
1089.18,0.0,0.0,0.0,0.0,0.0
379.14,0.0,0.0,0.0,0.0,0.0
479.35,0.0,0.0,0.0,0.0,0.0
180.00500000000002,0.0,0.0,0.0,0.0,0.0
44.02,0.0,0.0,0.0,0.0,0.0
463.5,0.0,0.0,0.0,0.0,0.0
537.71,0.0,0.0,0.0,0.0,0.0
283.55,0.0,0.0,0.0,0.0,0.0
60.5,0.0,0.0,0.0,0.0,0.0
88.30000000000001,0.0,0.0,0.0,0.0,0.0
354.8373913043478,0.0,0.0,0.0,0.0,0.0
477.62,0.0,0.0,0.0,0.0,0.0
164.475,0.0,0.0,0.0,0.0,0.0
106.15,0.0,0.0,0.0,0.0,0.0
91.385,0.0,0.0,0.0,0.0,0.0
177.5822222222222,0.0,0.0,0.0,0.0,0.0
125.935,0.0,0.0,0.0,0.0,0.0
205.86,0.0,0.0,0.0,0.0,0.0
398.015,0.0,0.0,0.0,0.0,0.0
152.2,0.0,0.0,0.0,0.0,0.0
594.0,0.0,0.0,0.0,0.0,0.0
549.2933333333334,0.0,0.0,0.0,0.0,0.0
349.27,0.0,0.0,0.0,0.0,0.0
170.465,0.0,0.0,0.0,0.0,0.0
384.745,0.0,0.0,0.0,0.0,0.0
172.0,0.0,0.0,0.0,0.0,0.0
237.745,0.0,0.0,0.0,0.0,0.0
174.37,0.0,0.0,0.0,0.0,0.0
250.21,0.0,0.0,0.0,0.0,0.0
463.38,0.0,0.0,0.0,0.0,0.0
211.52,0.0,0.0,0.0,0.0,0.0
131.45000000000002,0.0,0.0,0.0,0.0,0.0
254.54571428571427,0.0,0.0,0.0,0.0,0.0
604.7581481481482,0.0,0.0,0.0,0.0,0.0
353.1025,0.0,0.0,0.0,0.0,0.0
486.8657142857143,0.0,0.0,0.0,0.0,0.0
615.7142857142857,0.0,0.0,0.0,0.0,0.0
122.7,0.0,0.0,0.0,0.0,0.0
217.353,0.0,0.0,0.0,0.0,0.0
764.2357894736842,0.0,0.0,0.0,0.0,0.0
198.645,0.0,0.0,0.0,0.0,0.0
410.72,0.0,0.0,0.0,0.0,0.0
311.58000000000004,0.0,0.0,0.0,0.0,0.0
629.3185714285713,0.0,0.0,0.0,0.0,0.0
154.15090909090907,0.0,0.0,0.0,0.0,0.0
391.5266666666667,0.0,0.0,0.0,0.0,0.0
196.0,0.0,0.0,0.0,0.0,0.0
327.4,0.0,0.0,0.0,0.0,0.0
311.7425,0.0,0.0,0.0,0.0,0.0
390.07,0.0,0.0,0.0,0.0,0.0
778.7085714285714,0.0,0.0,0.0,0.0,0.0
1314.82,0.0,0.0,0.0,0.0,0.0
228.86,0.0,0.0,0.0,0.0,0.0
136.04,0.0,0.0,0.0,0.0,0.0
482.3,0.0,0.0,0.0,0.0,0.0
826.53,0.0,0.0,0.0,0.0,0.0
166.56,0.0,0.0,0.0,0.0,0.0
254.03,0.0,0.0,0.0,0.0,0.0
351.11,0.0,0.0,0.0,0.0,0.0
322.82500000000005,0.0,0.0,0.0,0.0,0.0
75.75,0.0,0.0,0.0,0.0,0.0
438.93,0.0,0.0,0.0,0.0,0.0
178.28333333333333,0.0,0.0,0.0,0.0,0.0
101.935,0.0,0.0,0.0,0.0,0.0
301.6336363636364,0.0,0.0,0.0,0.0,0.0
398.056,0.0,0.0,0.0,0.0,0.0
306.15,0.0,0.0,0.0,0.0,0.0
100.8,0.0,0.0,0.0,0.0,0.0
133.4,0.0,0.0,0.0,0.0,0.0
243.55,0.0,0.0,0.0,0.0,0.0
360.9255555555556,0.0,0.0,0.0,0.0,0.0
184.26,0.0,0.0,0.0,0.0,0.0
232.5775,0.0,0.0,0.0,0.0,0.0
72.895,0.0,0.0,0.0,0.0,0.0
199.595,0.0,0.0,0.0,0.0,0.0
508.58,0.0,0.0,0.0,0.0,0.0
492.61285714285714,0.0,0.0,0.0,0.0,0.0
298.425,0.0,0.0,0.0,0.0,0.0
283.28000000000003,0.0,0.0,0.0,0.0,0.0
204.45,0.0,0.0,0.0,0.0,0.0
372.925,0.0,0.0,0.0,0.0,0.0
409.8883333333333,0.0,0.0,0.0,0.0,0.0
153.51000000000002,0.0,0.0,0.0,0.0,0.0
292.34000000000003,0.0,0.0,0.0,0.0,0.0
535.32,0.0,0.0,0.0,0.0,0.0
189.825,0.0,0.0,0.0,0.0,0.0
329.84000000000003,0.0,0.0,0.0,0.0,0.0
112.75,0.0,0.0,0.0,0.0,0.0
454.11,0.0,0.0,0.0,0.0,0.0
112.925,0.0,0.0,0.0,0.0,0.0
55.19,0.0,0.0,0.0,0.0,0.0
501.27,0.0,0.0,0.0,0.0,0.0
352.21416666666664,0.0,0.0,0.0,0.0,0.0
506.19,0.0,0.0,0.0,0.0,0.0
329.34,0.0,0.0,0.0,0.0,0.0
271.2,0.0,0.0,0.0,0.0,0.0
228.5312,0.0,0.0,0.0,0.0,0.0
505.3,0.0,0.0,0.0,0.0,0.0
187.125,0.0,0.0,0.0,0.0,0.0
563.15,0.0,0.0,0.0,0.0,0.0
476.49,0.0,0.0,0.0,0.0,0.0
326.1625,0.0,0.0,0.0,0.0,0.0
387.9969230769231,0.0,0.0,0.0,0.0,0.0
331.80125,0.0,0.0,0.0,0.0,0.0
308.94,0.0,0.0,0.0,0.0,0.0
744.774,0.0,0.0,0.0,0.0,0.0
235.13222222222225,0.0,0.0,0.0,0.0,0.0
408.255,0.0,0.0,0.0,0.0,0.0
270.1666666666667,0.0,0.0,0.0,0.0,0.0
519.23,0.0,0.0,0.0,0.0,0.0
439.56,0.0,0.0,0.0,0.0,0.0
136.01999999999998,0.0,0.0,0.0,0.0,0.0
108.38,0.0,0.0,0.0,0.0,0.0
115.31,0.0,0.0,0.0,0.0,0.0
240.72916666666663,0.0,0.0,0.0,0.0,0.0
99.34,0.0,0.0,0.0,0.0,0.0
775.85,0.0,0.0,0.0,0.0,0.0
323.39428571428573,0.0,0.0,0.0,0.0,0.0
435.9333333333333,0.0,0.0,0.0,0.0,0.0
285.604,0.0,0.0,0.0,0.0,0.0
409.7,0.0,0.0,0.0,0.0,0.0
117.55,0.0,0.0,0.0,0.0,0.0
243.94,0.0,0.0,0.0,0.0,0.0
314.655,0.0,0.0,0.0,0.0,0.0
916.1033333333334,0.0,0.0,0.0,0.0,0.0
507.84,0.0,0.0,0.0,0.0,0.0
281.5,0.0,0.0,0.0,0.0,0.0
498.74,0.0,0.0,0.0,0.0,0.0
399.1514285714285,0.0,0.0,0.0,0.0,0.0
355.56,0.0,0.0,0.0,0.0,0.0
1281.53,0.0,0.0,0.0,0.0,0.0
375.5614285714286,0.0,0.0,0.0,0.0,0.0
208.22,0.0,0.0,0.0,0.0,0.0
167.67000000000002,0.0,0.0,0.0,0.0,0.0
308.826,0.0,0.0,0.0,0.0,0.0
459.49,0.0,0.0,0.0,0.0,0.0
451.39818181818185,0.0,0.0,0.0,0.0,0.0
177.41111111111113,0.0,0.0,0.0,0.0,0.0
443.0,0.0,0.0,0.0,0.0,0.0
1406.39,0.0,0.0,0.0,0.0,0.0
238.25,0.0,0.0,0.0,0.0,0.0
477.50250000000005,0.0,0.0,0.0,0.0,0.0
186.77285714285716,0.0,0.0,0.0,0.0,0.0
350.34833333333336,0.0,0.0,0.0,0.0,0.0
149.8,0.0,0.0,0.0,0.0,0.0
243.22,0.0,0.0,0.0,0.0,0.0
74.9,0.0,0.0,0.0,0.0,0.0
491.86,0.0,0.0,0.0,0.0,0.0
255.675,0.0,0.0,0.0,0.0,0.0
347.025,0.0,0.0,0.0,0.0,0.0
80.91600000000001,0.0,0.0,0.0,0.0,0.0
343.33500000000004,0.0,0.0,0.0,0.0,0.0
758.0,0.0,0.0,0.0,0.0,0.0
664.85,0.0,0.0,0.0,0.0,0.0
263.6675,0.0,0.0,0.0,0.0,0.0
245.78333333333336,0.0,0.0,0.0,0.0,0.0
183.08,0.0,0.0,0.0,0.0,0.0
138.6,0.0,0.0,0.0,0.0,0.0
233.76,0.0,0.0,0.0,0.0,0.0
165.9125,0.0,0.0,0.0,0.0,0.0
219.26666666666665,0.0,0.0,0.0,0.0,0.0
251.7,0.0,0.0,0.0,0.0,0.0
308.28000000000003,0.0,0.0,0.0,0.0,0.0
120.95,0.0,0.0,0.0,0.0,0.0
154.41,0.0,0.0,0.0,0.0,0.0
12425.45,0.0,0.0,0.0,0.0,0.0
142.4,0.0,0.0,0.0,0.0,0.0
2082.690909090909,0.0,0.0,0.0,0.0,0.0
5528.465,0.0,0.0,0.0,0.0,0.0
110.92,0.0,0.0,0.0,0.0,0.0
153.74,0.0,0.0,0.0,0.0,0.0
537.1377777777777,0.0,0.0,0.0,0.0,0.0
221.19,0.0,0.0,0.0,0.0,0.0
127.08,0.0,0.0,0.0,0.0,0.0
167.62,0.0,0.0,0.0,0.0,0.0
259.17,0.0,0.0,0.0,0.0,0.0
181.67,0.0,0.0,0.0,0.0,0.0
208.77,0.0,0.0,0.0,0.0,0.0
222.78,0.0,0.0,0.0,0.0,0.0
305.75,0.0,0.0,0.0,0.0,0.0
180.425,0.0,0.0,0.0,0.0,0.0
1248.7381395348837,0.0,0.0,0.0,0.0,0.0
449.1120833333334,0.0,0.0,0.0,0.0,0.0
163.205,0.0,0.0,0.0,0.0,0.0
678.98,0.0,0.0,0.0,0.0,0.0
88.2,0.0,0.0,0.0,0.0,0.0
270.15000000000003,0.0,0.0,0.0,0.0,0.0
546.81,0.0,0.0,0.0,0.0,0.0
84.34666666666668,0.0,0.0,0.0,0.0,0.0
131.31,0.0,0.0,0.0,0.0,0.0
261.5266666666667,0.0,0.0,0.0,0.0,0.0
277.1625,0.0,0.0,0.0,0.0,0.0
218.98,0.0,0.0,0.0,0.0,0.0
354.192,0.0,0.0,0.0,0.0,0.0
1041.71,0.0,0.0,0.0,0.0,0.0
203.95,0.0,0.0,0.0,0.0,0.0
588.8971428571429,0.0,0.0,0.0,0.0,0.0
354.452,0.0,0.0,0.0,0.0,0.0
164.0666666666667,0.0,0.0,0.0,0.0,0.0
205.48,0.0,0.0,0.0,0.0,0.0
94.36,0.0,0.0,0.0,0.0,0.0
236.7633333333333,0.0,0.0,0.0,0.0,0.0
115.94,0.0,0.0,0.0,0.0,0.0
336.81666666666666,0.0,0.0,0.0,0.0,0.0
197.9,0.0,0.0,0.0,0.0,0.0
162.60750000000002,0.0,0.0,0.0,0.0,0.0
495.9266666666667,0.0,0.0,0.0,0.0,0.0
452.335,0.0,0.0,0.0,0.0,0.0
110.75,0.0,0.0,0.0,0.0,0.0
108.21,0.0,0.0,0.0,0.0,0.0
252.1,0.0,0.0,0.0,0.0,0.0
190.6,0.0,0.0,0.0,0.0,0.0
544.08,0.0,0.0,0.0,0.0,0.0
386.33,0.0,0.0,0.0,0.0,0.0
590.1866666666666,0.0,0.0,0.0,0.0,0.0
223.92,0.0,0.0,0.0,0.0,0.0
256.38,0.0,0.0,0.0,0.0,0.0
248.17,0.0,0.0,0.0,0.0,0.0
287.21,0.0,0.0,0.0,0.0,0.0
50.55,0.0,0.0,0.0,0.0,0.0
306.45,0.0,0.0,0.0,0.0,0.0
144.995,0.0,0.0,0.0,0.0,0.0
269.74,0.0,0.0,0.0,0.0,0.0
701.02,0.0,0.0,0.0,0.0,0.0
1071.03,0.0,0.0,0.0,0.0,0.0
273.535,0.0,0.0,0.0,0.0,0.0
228.91,0.0,0.0,0.0,0.0,0.0
139.84625,0.0,0.0,0.0,0.0,0.0
135.18,0.0,0.0,0.0,0.0,0.0
284.4866666666667,0.0,0.0,0.0,0.0,0.0
239.36454545454544,0.0,0.0,0.0,0.0,0.0
435.1575,0.0,0.0,0.0,0.0,0.0
109.13,0.0,0.0,0.0,0.0,0.0
426.06,0.0,0.0,0.0,0.0,0.0
883.82,0.0,0.0,0.0,0.0,0.0
135.62,0.0,0.0,0.0,0.0,0.0
112.55,0.0,0.0,0.0,0.0,0.0
154.5533333333333,0.0,0.0,0.0,0.0,0.0
265.85,0.0,0.0,0.0,0.0,0.0
307.2916666666667,0.0,0.0,0.0,0.0,0.0
545.3605263157895,0.0,0.0,0.0,0.0,0.0
159.38,0.0,0.0,0.0,0.0,0.0
358.17499999999995,0.0,0.0,0.0,0.0,0.0
749.1,0.0,0.0,0.0,0.0,0.0
249.92666666666665,0.0,0.0,0.0,0.0,0.0
1586.81,0.0,0.0,0.0,0.0,0.0
471.7633333333333,0.0,0.0,0.0,0.0,0.0
318.1525,0.0,0.0,0.0,0.0,0.0
523.01,0.0,0.0,0.0,0.0,0.0
133.195,0.0,0.0,0.0,0.0,0.0
314.39,0.0,0.0,0.0,0.0,0.0
222.545,0.0,0.0,0.0,0.0,0.0
349.9875,0.0,0.0,0.0,0.0,0.0
337.60066666666665,0.0,0.0,0.0,0.0,0.0
244.8,0.0,0.0,0.0,0.0,0.0
218.45,0.0,0.0,0.0,0.0,0.0
218.22333333333333,0.0,0.0,0.0,0.0,0.0
124.57,0.0,0.0,0.0,0.0,0.0
2249.6,0.0,0.0,0.0,0.0,0.0
325.42600000000004,0.0,0.0,0.0,0.0,0.0
380.1166666666666,0.0,0.0,0.0,0.0,0.0
149.55599999999998,0.0,0.0,0.0,0.0,0.0
163.73,0.0,0.0,0.0,0.0,0.0
727.52,0.0,0.0,0.0,0.0,0.0
203.1,0.0,0.0,0.0,0.0,0.0
197.64,0.0,0.0,0.0,0.0,0.0
300.65333333333336,0.0,0.0,0.0,0.0,0.0
152.65,0.0,0.0,0.0,0.0,0.0
494.2816666666667,0.0,0.0,0.0,0.0,0.0
512.31,0.0,0.0,0.0,0.0,0.0
272.82,0.0,0.0,0.0,0.0,0.0
152.08666666666667,0.0,0.0,0.0,0.0,0.0
485.87,0.0,0.0,0.0,0.0,0.0
671.69,0.0,0.0,0.0,0.0,0.0
180.1,0.0,0.0,0.0,0.0,0.0
288.77000000000004,0.0,0.0,0.0,0.0,0.0
520.74,0.0,0.0,0.0,0.0,0.0
1131.2604166666667,0.0,0.0,0.0,0.0,0.0
484.95,0.0,0.0,0.0,0.0,0.0
572.405,0.0,0.0,0.0,0.0,0.0
708.3963636363636,0.0,0.0,0.0,0.0,0.0
370.39,0.0,0.0,0.0,0.0,0.0
112.4,0.0,0.0,0.0,0.0,0.0
745.1,0.0,0.0,0.0,0.0,0.0
215.45,0.0,0.0,0.0,0.0,0.0
219.24857142857144,0.0,0.0,0.0,0.0,0.0
339.915,0.0,0.0,0.0,0.0,0.0
299.9761904761905,0.0,0.0,0.0,0.0,0.0
685.075,0.0,0.0,0.0,0.0,0.0
155.63,0.0,0.0,0.0,0.0,0.0
572.7975,0.0,0.0,0.0,0.0,0.0
332.13,0.0,0.0,0.0,0.0,0.0
313.28,0.0,0.0,0.0,0.0,0.0
167.43235294117648,0.0,0.0,0.0,0.0,0.0
438.21,0.0,0.0,0.0,0.0,0.0
219.0283333333333,0.0,0.0,0.0,0.0,0.0
287.605,0.0,0.0,0.0,0.0,0.0
75.0,0.0,0.0,0.0,0.0,0.0
301.045,0.0,0.0,0.0,0.0,0.0
182.925,0.0,0.0,0.0,0.0,0.0
319.94500000000005,0.0,0.0,0.0,0.0,0.0
194.07,0.0,0.0,0.0,0.0,0.0
604.75,0.0,0.0,0.0,0.0,0.0
334.54,0.0,0.0,0.0,0.0,0.0
453.01,0.0,0.0,0.0,0.0,0.0
145.93,0.0,0.0,0.0,0.0,0.0
45.150000000000006,0.0,0.0,0.0,0.0,0.0
689.2,0.0,0.0,0.0,0.0,0.0
413.75,0.0,0.0,0.0,0.0,0.0
236.15,0.0,0.0,0.0,0.0,0.0
332.02200000000005,0.0,0.0,0.0,0.0,0.0
221.97,0.0,0.0,0.0,0.0,0.0
668.11,0.0,0.0,0.0,0.0,0.0
337.7357142857143,0.0,0.0,0.0,0.0,0.0
258.3,0.0,0.0,0.0,0.0,0.0
137.9,0.0,0.0,0.0,0.0,0.0
101.19,0.0,0.0,0.0,0.0,0.0
76.32000000000001,0.0,0.0,0.0,0.0,0.0
250.04,0.0,0.0,0.0,0.0,0.0
133.06,0.0,0.0,0.0,0.0,0.0
152.88513513513513,0.0,0.0,0.0,0.0,0.0
455.9328571428572,0.0,0.0,0.0,0.0,0.0
178.7,0.0,0.0,0.0,0.0,0.0
81.44,0.0,0.0,0.0,0.0,0.0
196.072,0.0,0.0,0.0,0.0,0.0
506.87500000000006,0.0,0.0,0.0,0.0,0.0
511.75,0.0,0.0,0.0,0.0,0.0
187.35,0.0,0.0,0.0,0.0,0.0
326.4,0.0,0.0,0.0,0.0,0.0
234.0,0.0,0.0,0.0,0.0,0.0
292.47,0.0,0.0,0.0,0.0,0.0
704.04,0.0,0.0,0.0,0.0,0.0
314.0475,0.0,0.0,0.0,0.0,0.0
419.53,0.0,0.0,0.0,0.0,0.0
632.42,0.0,0.0,0.0,0.0,0.0
208.46,0.0,0.0,0.0,0.0,0.0
363.65,0.0,0.0,0.0,0.0,0.0
409.57,0.0,0.0,0.0,0.0,0.0
384.12,0.0,0.0,0.0,0.0,0.0
3914.9450000000006,0.0,0.0,0.0,0.0,0.0
535.1575,0.0,0.0,0.0,0.0,0.0
450.8521739130435,0.0,0.0,0.0,0.0,0.0
447.205,0.0,0.0,0.0,0.0,0.0
306.25653846153847,0.0,0.0,0.0,0.0,0.0
305.62,0.0,0.0,0.0,0.0,0.0
130.125,0.0,0.0,0.0,0.0,0.0
980.0133333333332,0.0,0.0,0.0,0.0,0.0
444.445,0.0,0.0,0.0,0.0,0.0
377.01,0.0,0.0,0.0,0.0,0.0
302.7,0.0,0.0,0.0,0.0,0.0
354.17600000000004,0.0,0.0,0.0,0.0,0.0
375.5875,0.0,0.0,0.0,0.0,0.0
524.52,0.0,0.0,0.0,0.0,0.0
1382.3049999999998,0.0,0.0,0.0,0.0,0.0
310.62,0.0,0.0,0.0,0.0,0.0
186.2288,0.0,0.0,0.0,0.0,0.0
305.02,0.0,0.0,0.0,0.0,0.0
583.962,0.0,0.0,0.0,0.0,0.0
400.54,0.0,0.0,0.0,0.0,0.0
424.5225,0.0,0.0,0.0,0.0,0.0
188.7575,0.0,0.0,0.0,0.0,0.0
126.12,0.0,0.0,0.0,0.0,0.0
405.9845,0.0,0.0,0.0,0.0,0.0
175.195,0.0,0.0,0.0,0.0,0.0
182.36,0.0,0.0,0.0,0.0,0.0
232.86,0.0,0.0,0.0,0.0,0.0
455.38,0.0,0.0,0.0,0.0,0.0
151.33666666666667,0.0,0.0,0.0,0.0,0.0
367.165,0.0,0.0,0.0,0.0,0.0
321.385,0.0,0.0,0.0,0.0,0.0
161.0,0.0,0.0,0.0,0.0,0.0
418.92,0.0,0.0,0.0,0.0,0.0
709.1299999999999,0.0,0.0,0.0,0.0,0.0
435.5416666666667,0.0,0.0,0.0,0.0,0.0
74.22,0.0,0.0,0.0,0.0,0.0
175.09500000000003,0.0,0.0,0.0,0.0,0.0
215.87384615384616,0.0,0.0,0.0,0.0,0.0
152.19333333333333,0.0,0.0,0.0,0.0,0.0
191.67,0.0,0.0,0.0,0.0,0.0
319.03,0.0,0.0,0.0,0.0,0.0
257.8525,0.0,0.0,0.0,0.0,0.0
176.825,0.0,0.0,0.0,0.0,0.0
243.34500000000003,0.0,0.0,0.0,0.0,0.0
188.324,0.0,0.0,0.0,0.0,0.0
352.4785714285714,0.0,0.0,0.0,0.0,0.0
202.60384615384612,0.0,0.0,0.0,0.0,0.0
103.9,0.0,0.0,0.0,0.0,0.0
180.48666666666668,0.0,0.0,0.0,0.0,0.0
298.37666666666667,0.0,0.0,0.0,0.0,0.0
229.06571428571428,0.0,0.0,0.0,0.0,0.0
416.89,0.0,0.0,0.0,0.0,0.0
432.68,0.0,0.0,0.0,0.0,0.0
112.75,0.0,0.0,0.0,0.0,0.0
1204.9499999999998,0.0,0.0,0.0,0.0,0.0
114.42411764705882,0.0,0.0,0.0,0.0,0.0
107.03,0.0,0.0,0.0,0.0,0.0
636.24,0.0,0.0,0.0,0.0,0.0
162.12,0.0,0.0,0.0,0.0,0.0
327.3,0.0,0.0,0.0,0.0,0.0
230.25,0.0,0.0,0.0,0.0,0.0
255.56,0.0,0.0,0.0,0.0,0.0
